0,1,2,3,4,5,6,7,8,9
0.00020574850611632947,0.00022868696052487318,0.0001725885441776589,0.0001696952804739987,0.00015397349276611858,0.00021581087436644202,0.00020552535186472342,0.00019098045723403505,1.3528078723583425e-05,0.0
0.00022868696052487318,0.0001725885441776589,0.0001696952804739987,0.00015397349276611858,0.00021581087436644202,0.00020552535186472342,0.00019098045723403505,1.3528078723583425e-05,0.0,0.00010402641127173739
0.0001725885441776589,0.0001696952804739987,0.00015397349276611858,0.00021581087436644202,0.00020552535186472342,0.00019098045723403505,1.3528078723583425e-05,0.0,0.00010402641127173739,0.00010057720130497621
0.0001696952804739987,0.00015397349276611858,0.00021581087436644202,0.00020552535186472342,0.00019098045723403505,1.3528078723583425e-05,0.0,0.00010402641127173739,0.00010057720130497621,7.19793274386668e-05
0.00015397349276611858,0.00021581087436644202,0.00020552535186472342,0.00019098045723403505,1.3528078723583425e-05,0.0,0.00010402641127173739,0.00010057720130497621,7.19793274386668e-05,0.00018670460049480107
0.00021581087436644202,0.00020552535186472342,0.00019098045723403505,1.3528078723583425e-05,0.0,0.00010402641127173739,0.00010057720130497621,7.19793274386668e-05,0.00018670460049480107,0.00015686675646977882
0.00020552535186472342,0.00019098045723403505,1.3528078723583425e-05,0.0,0.00010402641127173739,0.00010057720130497621,7.19793274386668e-05,0.00018670460049480107,0.00015686675646977882,0.00013400784785657857
0.00019098045723403505,1.3528078723583425e-05,0.0,0.00010402641127173739,0.00010057720130497621,7.19793274386668e-05,0.00018670460049480107,0.00015686675646977882,0.00013400784785657857,0.00014934737382572383
1.3528078723583425e-05,0.0,0.00010402641127173739,0.00010057720130497621,7.19793274386668e-05,0.00018670460049480107,0.00015686675646977882,0.00013400784785657857,0.00014934737382572383,0.00021360066487543746
0.0,0.00010402641127173739,0.00010057720130497621,7.19793274386668e-05,0.00018670460049480107,0.00015686675646977882,0.00013400784785657857,0.00014934737382572383,0.00021360066487543746,0.00028112852758103003
0.00010402641127173739,0.00010057720130497621,7.19793274386668e-05,0.00018670460049480107,0.00015686675646977882,0.00013400784785657857,0.00014934737382572383,0.00021360066487543746,0.00028112852758103003,0.0002319935476147698
0.00010057720130497621,7.19793274386668e-05,0.00018670460049480107,0.00015686675646977882,0.00013400784785657857,0.00014934737382572383,0.00021360066487543746,0.00028112852758103003,0.0002319935476147698,0.0002517205074489539
